token_id,gender,background,background_type,body,body_type,body_style,body_color,face,face_type,face_style,face_color,hair,hair_type,hair_style,hair_color,type,type_type,type_color,repeated_color,image_original_url,metadata_original_url,color_group,color_count,badge1,badge2,badge3,badge4,badge5
3360,Male,Mint,Mint,Tshirt Graphic Pickle Club,Clothed,Tshirt,Graphic Pickle Club,Calm Smile,Expression,Calm Smile,No Color,Comb Over Pink,Hair,Comb Over,Pink,Gradient Red Purple,Gradient,Red Purple,1,ipfs://QmY6JpwTYx6zZHgfJb3gPJRh1U897NX4RudtK5jhJ3sNDS/3360.jpg,ipfs://QmczTDgYkd5BXb4cKGo7Qo696vwUMEJG1hSUtY845eDvgh/3360,Red Pink Mint,1,any_gvc,gradient_lover,,,
3361,Male,Red,Red,Letterman Jacket Black,Clothed,Letterman Jacket,Black,Pro Gamer Glasses,Glasses,Pro Gamer Glasses,Pro Gamer Glasses,Wide Brim Hat Black,Headgear,Wide Brim Hat,Black,Gradient Red Purple,Gradient,Red Purple,2,ipfs://QmY6JpwTYx6zZHgfJb3gPJRh1U897NX4RudtK5jhJ3sNDS/3361.jpg,ipfs://QmczTDgYkd5BXb4cKGo7Qo696vwUMEJG1hSUtY845eDvgh/3361,Warms,2,any_gvc,gradient_lover,gamer,varsity_vibes,
3362,Male,Cream,Cream,Tank Top Pink,Clothed,Tank Top,Pink,Poker Face,Glasses,Poker Face,Poker Face,Mohawk Red,Hair,Mohawk,Red,Gradient Pink Pink,Gradient,Pink Pink,1,ipfs://QmY6JpwTYx6zZHgfJb3gPJRh1U897NX4RudtK5jhJ3sNDS/3362.jpg,ipfs://QmczTDgYkd5BXb4cKGo7Qo696vwUMEJG1hSUtY845eDvgh/3362,Red Pink Mint,2,any_gvc,gradient_lover,poker_face,,
3363,Male,Blue,Blue,Puffy Vest White,Clothed,Puffy Vest,White,Laser Visor,Glasses,Laser Visor,Laser Visor,Backwards Hat White White,Headgear,Backwards Hat,White White,Gradient Lime Yellow,Gradient,Lime Yellow,1,ipfs://QmY6JpwTYx6zZHgfJb3gPJRh1U897NX4RudtK5jhJ3sNDS/3363.jpg,ipfs://QmczTDgYkd5BXb4cKGo7Qo696vwUMEJG1hSUtY845eDvgh/3363,Lime Yellow,2,any_gvc,gradient_lover,,,
3364,Female,Blue,Blue,Driving Jacket Gold,Clothed,Driving Jacket,Gold,Snowboard Goggles Rainbow Gold,Glasses,Snowboard Goggles,Rainbow Gold,Female Bun Shiny Yellow,Hair,Female Bun,Shiny Yellow,Plastic Yellow,Plastic,Yellow,1,ipfs://QmY6JpwTYx6zZHgfJb3gPJRh1U897NX4RudtK5jhJ3sNDS/3364.jpg,ipfs://QmczTDgYkd5BXb4cKGo7Qo696vwUMEJG1hSUtY845eDvgh/3364,Lime Yellow,2,any_gvc,plastic_lover,ladies_night,showtime,
3365,Male,Mint,Mint,Turtleneck Pink Chrome,Clothed,Turtleneck,Pink Chrome,Pro Gamer Glasses,Glasses,Pro Gamer Glasses,Pro Gamer Glasses,Bucket Hat Pink,Headgear,Bucket Hat,Pink,Gradient Red Purple,Gradient,Red Purple,1,ipfs://QmY6JpwTYx6zZHgfJb3gPJRh1U897NX4RudtK5jhJ3sNDS/3365.jpg,ipfs://QmczTDgYkd5BXb4cKGo7Qo696vwUMEJG1hSUtY845eDvgh/3365,Red Pink Mint,2,any_gvc,gradient_lover,gamer,necks_level,
3366,Male,Blue,Blue,Suit White,Clothed,Suit,White,White Cubic Sunglasses,Glasses,Cubic Sunglasses,White,White Headband White Headphones,Headgear,Headphones,White White,Plastic Blue,Plastic,Blue,2,ipfs://QmY6JpwTYx6zZHgfJb3gPJRh1U897NX4RudtK5jhJ3sNDS/3366.jpg,ipfs://QmczTDgYkd5BXb4cKGo7Qo696vwUMEJG1hSUtY845eDvgh/3366,Blue Purple Pink,3,any_gvc,plastic_lover,suited_up,funky_fresh,
3367,Male,Blue,Blue,Driving Jacket Rainbow,Clothed,Driving Jacket,Rainbow,White Cubic Sunglasses,Glasses,Cubic Sunglasses,White,Beanie White,Headgear,Beanie,White,Gradient Blue Purple Pink,Gradient,Blue Purple Pink,2,ipfs://QmY6JpwTYx6zZHgfJb3gPJRh1U897NX4RudtK5jhJ3sNDS/3367.jpg,ipfs://QmczTDgYkd5BXb4cKGo7Qo696vwUMEJG1hSUtY845eDvgh/3367,Pink Purple Mint,2,any_gvc,gradient_lover,,,
3368,Male,Purple,Purple,Puffy Vest Cream,Clothed,Puffy Vest,Cream,Science Goggles,Glasses,Science Goggles,Science Goggles,Slick Back Gold,Hair,Slick Back,Gold,Robot Red Candy Apple,Robot,Red Candy Apple,1,ipfs://QmY6JpwTYx6zZHgfJb3gPJRh1U897NX4RudtK5jhJ3sNDS/3368.jpg,ipfs://QmczTDgYkd5BXb4cKGo7Qo696vwUMEJG1hSUtY845eDvgh/3368,Red Blue Cream,1,any_gvc,robot_lover,science_goggles,gud_meat,
3369,Male,Mint,Mint,Turtleneck Pink Chrome,Clothed,Turtleneck,Pink Chrome,Laser Visor,Glasses,Laser Visor,Laser Visor,Pink Headband White Headphones,Headgear,Headphones,Pink White,Robot Red Candy Apple,Robot,Red Candy Apple,1,ipfs://QmY6JpwTYx6zZHgfJb3gPJRh1U897NX4RudtK5jhJ3sNDS/3369.jpg,ipfs://QmczTDgYkd5BXb4cKGo7Qo696vwUMEJG1hSUtY845eDvgh/3369,Red Pink Mint,1,any_gvc,robot_lover,necks_level,funky_fresh,
3370,Male,Red,Red,Fur Jacket Blue,Clothed,Fur Jacket,Blue,Library Glasses Black,Glasses,Library Glasses,Black,Wide Brim Hat Light Blue,Headgear,Wide Brim Hat,Light Blue,Plastic Purple,Plastic,Purple,1,ipfs://QmY6JpwTYx6zZHgfJb3gPJRh1U897NX4RudtK5jhJ3sNDS/3370.jpg,ipfs://QmczTDgYkd5BXb4cKGo7Qo696vwUMEJG1hSUtY845eDvgh/3370,Red Blue Purple,2,any_gvc,plastic_lover,fur_the_win,,
3371,Male,Cream,Cream,Plastic Armor Lime,Clothed,Plastic Armor,Lime,Billiards Glasses,Glasses,Billiards Glasses,Billiards Glasses,Top Messy Shiny Lime,Hair,Top Messy,Shiny Lime,Plastic Mint,Plastic,Mint,1,ipfs://QmY6JpwTYx6zZHgfJb3gPJRh1U897NX4RudtK5jhJ3sNDS/3371.jpg,ipfs://QmczTDgYkd5BXb4cKGo7Qo696vwUMEJG1hSUtY845eDvgh/3371,Lime Mint Purple,2,any_gvc,plastic_lover,ranger,billiards,
3372,Male,Red,Red,Short Sleeve Button Up Lucky Pattern Mint,Clothed,Short Sleeve Button Up,Lucky Pattern Mint,Red Cubic Sunglasses,Glasses,Cubic Sunglasses,Red,Classic Shiny Black,Hair,Classic,Shiny Black,Plastic Pink,Plastic,Pink,2,ipfs://QmY6JpwTYx6zZHgfJb3gPJRh1U897NX4RudtK5jhJ3sNDS/3372.jpg,ipfs://QmczTDgYkd5BXb4cKGo7Qo696vwUMEJG1hSUtY845eDvgh/3372,Red Pink Mint,2,any_gvc,plastic_lover,,,
3373,Male,Blue,Blue,Turtleneck Purple Chrome,Clothed,Turtleneck,Purple Chrome,Billiards Glasses,Glasses,Billiards Glasses,Billiards Glasses,Bowl Cut Purple,Hair,Bowl Cut,Purple,Gradient Cyan Blue Purple,Gradient,Cyan Blue Purple,1,ipfs://QmY6JpwTYx6zZHgfJb3gPJRh1U897NX4RudtK5jhJ3sNDS/3373.jpg,ipfs://QmczTDgYkd5BXb4cKGo7Qo696vwUMEJG1hSUtY845eDvgh/3373,Blue Purple Pink,2,any_gvc,gradient_lover,billiards,necks_level,
3374,Male,Pink,Pink,Tank Top White,Clothed,Tank Top,White,Snowboard Goggles Rainbow Gold,Glasses,Snowboard Goggles,Rainbow Gold,Mohawk Purple,Hair,Mohawk,Purple,Gradient Magenta Purple Blue,Gradient,Magenta Purple Blue,1,ipfs://QmY6JpwTYx6zZHgfJb3gPJRh1U897NX4RudtK5jhJ3sNDS/3374.jpg,ipfs://QmczTDgYkd5BXb4cKGo7Qo696vwUMEJG1hSUtY845eDvgh/3374,Pink Purple Mint,1,any_gvc,gradient_lover,,,
3375,Male,Blue,Blue,Puffy Jacket Black,Clothed,Puffy Jacket,Black,Gold Cubic Sunglasses,Glasses,Cubic Sunglasses,Gold,Afro Yellow,Hair,Afro,Yellow,Gradient Yellow Orange,Gradient,Yellow Orange,1,ipfs://QmY6JpwTYx6zZHgfJb3gPJRh1U897NX4RudtK5jhJ3sNDS/3375.jpg,ipfs://QmczTDgYkd5BXb4cKGo7Qo696vwUMEJG1hSUtY845eDvgh/3375,Warms,1,any_gvc,gradient_lover,,,
3376,Male,Mint,Mint,Hooded Jacket Black,Clothed,Hooded Jacket,Black,Billiards Glasses,Glasses,Billiards Glasses,Billiards Glasses,Short Lime,Hair,Short,Lime,Gradient Lime Yellow,Gradient,Lime Yellow,1,ipfs://QmY6JpwTYx6zZHgfJb3gPJRh1U897NX4RudtK5jhJ3sNDS/3376.jpg,ipfs://QmczTDgYkd5BXb4cKGo7Qo696vwUMEJG1hSUtY845eDvgh/3376,Lime Yellow,1,any_gvc,gradient_lover,billiards,,
3377,Male,Red,Red,Hooded Jacket Red,Clothed,Hooded Jacket,Red,Tiny Smile,Expression,Tiny Smile,No Color,Bucket Hat Red,Headgear,Bucket Hat,Red,Gradient Yellow Orange,Gradient,Yellow Orange,3,ipfs://QmY6JpwTYx6zZHgfJb3gPJRh1U897NX4RudtK5jhJ3sNDS/3377.jpg,ipfs://QmczTDgYkd5BXb4cKGo7Qo696vwUMEJG1hSUtY845eDvgh/3377,Warms,3,any_gvc,gradient_lover,,,
3378,Male,Blue,Blue,Letterman Jacket Gold Chrome,Clothed,Letterman Jacket,Gold Chrome,Calm Smile,Expression,Calm Smile,No Color,Ballcap Forward Gold,Headgear,Ballcap Forward,Gold,Gradient Lime Seafoam,Gradient,Lime Seafoam,1,ipfs://QmY6JpwTYx6zZHgfJb3gPJRh1U897NX4RudtK5jhJ3sNDS/3378.jpg,ipfs://QmczTDgYkd5BXb4cKGo7Qo696vwUMEJG1hSUtY845eDvgh/3378,Lime Mint Purple,2,any_gvc,gradient_lover,varsity_vibes,showtime,
3379,Male,Cream,Cream,Short Sleeve Button Up Pink Jungle Pattern,Clothed,Short Sleeve Button Up,Pink Jungle Pattern,Rainbow Visor,Glasses,Rainbow Visor,Rainbow Visor,Comb Over Mint,Hair,Comb Over,Mint,Gradient Blue Purple Pink,Gradient,Blue Purple Pink,1,ipfs://QmY6JpwTYx6zZHgfJb3gPJRh1U897NX4RudtK5jhJ3sNDS/3379.jpg,ipfs://QmczTDgYkd5BXb4cKGo7Qo696vwUMEJG1hSUtY845eDvgh/3379,Pink Purple Mint,1,any_gvc,gradient_lover,rainbow_visor,,
3380,Male,Pink,Pink,Hoodie Pink,Clothed,Hoodie,Pink,Dead,Expression,Dead,No Color,Slick Back Purple,Hair,Slick Back,Purple,Gradient Blue Purple Pink,Gradient,Blue Purple Pink,2,ipfs://QmY6JpwTYx6zZHgfJb3gPJRh1U897NX4RudtK5jhJ3sNDS/3380.jpg,ipfs://QmczTDgYkd5BXb4cKGo7Qo696vwUMEJG1hSUtY845eDvgh/3380,Pink Purple Mint,2,any_gvc,gradient_lover,,,
3381,Male,Mint,Mint,Tshirt Mint Scribble Stripe,Clothed,Tshirt,Mint Scribble Stripe,Circle Glasses Black Black,Glasses,Circle Glasses,Black Black,Flat Top Black,Hair,Flat Top,Black,Gradient Blue Purple Pink,Gradient,Blue Purple Pink,1,ipfs://QmY6JpwTYx6zZHgfJb3gPJRh1U897NX4RudtK5jhJ3sNDS/3381.jpg,ipfs://QmczTDgYkd5BXb4cKGo7Qo696vwUMEJG1hSUtY845eDvgh/3381,Red Pink Mint,2,any_gvc,gradient_lover,,,
3382,Male,Cream,Cream,Fur Jacket Red,Clothed,Fur Jacket,Red,Dead,Expression,Dead,No Color,Mullet Gold,Hair,Mullet,Gold,Robot Pink,Robot,Pink,1,ipfs://QmY6JpwTYx6zZHgfJb3gPJRh1U897NX4RudtK5jhJ3sNDS/3382.jpg,ipfs://QmczTDgYkd5BXb4cKGo7Qo696vwUMEJG1hSUtY845eDvgh/3382,Red Pink Mint,1,any_gvc,robot_lover,fur_the_win,party_in_the_back,
3383,Male,Cream,Cream,Driving Jacket Black,Clothed,Driving Jacket,Black,Laser Visor,Glasses,Laser Visor,Laser Visor,Slick Back Red,Hair,Slick Back,Red,Gradient Yellow Yellow,Gradient,Yellow Yellow,1,ipfs://QmY6JpwTYx6zZHgfJb3gPJRh1U897NX4RudtK5jhJ3sNDS/3383.jpg,ipfs://QmczTDgYkd5BXb4cKGo7Qo696vwUMEJG1hSUtY845eDvgh/3383,Warms,1,any_gvc,gradient_lover,,,
3384,Male,Blue,Blue,Puffy Vest Yellow,Clothed,Puffy Vest,Yellow,Beard Red,Facial Hair,Beard,Red,Bucket Hat Rainbow,Headgear,Bucket Hat,Rainbow,Gradient Yellow Yellow,Gradient,Yellow Yellow,1,ipfs://QmY6JpwTYx6zZHgfJb3gPJRh1U897NX4RudtK5jhJ3sNDS/3384.jpg,ipfs://QmczTDgYkd5BXb4cKGo7Qo696vwUMEJG1hSUtY845eDvgh/3384,Warms,2,any_gvc,gradient_lover,great_stacheby,,
3385,Male,Gray,Gray,Henley White,Clothed,Henley,White,Checkmate Glasses,Glasses,Checkmate Glasses,Checkmate Glasses,Mullet Black,Hair,Mullet,Black,Grayscale,Grayscale,Grayscale,1,ipfs://QmY6JpwTYx6zZHgfJb3gPJRh1U897NX4RudtK5jhJ3sNDS/3385.jpg,ipfs://QmczTDgYkd5BXb4cKGo7Qo696vwUMEJG1hSUtY845eDvgh/3385,Grayscale,1,grayscale_seeker,any_gvc,checkmate,party_in_the_back,
3386,Male,Purple,Purple,Overalls Shirt Glass,Clothed,Overalls Shirt,Glass,Calm Smile,Expression,Calm Smile,No Color,Middle Part Glass,Hair,Middle Part,Glass,Rainbow,Rainbow,Rainbow,2,ipfs://QmY6JpwTYx6zZHgfJb3gPJRh1U897NX4RudtK5jhJ3sNDS/3386.jpg,ipfs://QmczTDgYkd5BXb4cKGo7Qo696vwUMEJG1hSUtY845eDvgh/3386,Rainbow Glass,1,rainbow_citizen,any_gvc,,,
3387,Male,Mint,Mint,Tank Top Scribble Stripes Red,Clothed,Tank Top,Scribble Stripes Red,,Special,,,Lamp Red,Special,Lamp Red,Lamp Red,Plastic Red,Plastic,Red,1,ipfs://QmY6JpwTYx6zZHgfJb3gPJRh1U897NX4RudtK5jhJ3sNDS/3387.jpg,ipfs://QmczTDgYkd5BXb4cKGo7Qo696vwUMEJG1hSUtY845eDvgh/3387,Red Pink Mint,3,any_gvc,plastic_lover,lamp,,
3388,Female,Purple,Purple,Hoodie Glass,Clothed,Hoodie,Glass,Circle Glasses Black Black,Glasses,Circle Glasses,Black Black,Female Bob Cut Glass,Hair,Female Bob Cut,Glass,Rainbow,Rainbow,Rainbow,2,ipfs://QmY6JpwTYx6zZHgfJb3gPJRh1U897NX4RudtK5jhJ3sNDS/3388.jpg,ipfs://QmczTDgYkd5BXb4cKGo7Qo696vwUMEJG1hSUtY845eDvgh/3388,Rainbow Glass,1,rainbow_citizen,any_gvc,ladies_night,,
3389,Male,Gray,Gray,Puffy Vest White,Clothed,Puffy Vest,White,Puppy Happy,Expression,Puppy Happy,No Color,Moto Helmet Visor Up White,Headgear,Moto Helmet Visor Up,White,Grayscale,Grayscale,Grayscale,2,ipfs://QmY6JpwTYx6zZHgfJb3gPJRh1U897NX4RudtK5jhJ3sNDS/3389.jpg,ipfs://QmczTDgYkd5BXb4cKGo7Qo696vwUMEJG1hSUtY845eDvgh/3389,Grayscale,2,grayscale_seeker,any_gvc,,,
3390,Male,Blue,Blue,Turtleneck Pink Chrome,Clothed,Turtleneck,Pink Chrome,Library Glasses Gold,Glasses,Library Glasses,Gold,Mullet Pink,Hair,Mullet,Pink,Gradient Blue Purple Pink,Gradient,Blue Purple Pink,1,ipfs://QmY6JpwTYx6zZHgfJb3gPJRh1U897NX4RudtK5jhJ3sNDS/3390.jpg,ipfs://QmczTDgYkd5BXb4cKGo7Qo696vwUMEJG1hSUtY845eDvgh/3390,Pink Purple Mint,2,any_gvc,gradient_lover,necks_level,party_in_the_back,
3391,Female,Cream,Cream,Short Sleeve Button Up Disco Ball Black,Clothed,Short Sleeve Button Up,Disco Ball Black,Diver Mask Black Chrome,Special,Diver Mask,Black Chrome,Female Ponytail Black,Hair,Female Ponytail,Black,Gradient Lime Seafoam,Gradient,Lime Seafoam,1,ipfs://QmY6JpwTYx6zZHgfJb3gPJRh1U897NX4RudtK5jhJ3sNDS/3391.jpg,ipfs://QmczTDgYkd5BXb4cKGo7Qo696vwUMEJG1hSUtY845eDvgh/3391,Red Pink Mint,3,any_gvc,gradient_lover,tanks_a_lot,ladies_night,
3392,Male,Gray,Gray,Plastic Armor White,Clothed,Plastic Armor,White,Tiny Smile,Expression,Tiny Smile,No Color,Mullet Shiny Black,Hair,Mullet,Shiny Black,Grayscale,Grayscale,Grayscale,1,ipfs://QmY6JpwTYx6zZHgfJb3gPJRh1U897NX4RudtK5jhJ3sNDS/3392.jpg,ipfs://QmczTDgYkd5BXb4cKGo7Qo696vwUMEJG1hSUtY845eDvgh/3392,Grayscale,1,grayscale_seeker,any_gvc,ranger,party_in_the_back,
3393,Male,Red,Red,Tank Top Scribble Stripes Red,Clothed,Tank Top,Scribble Stripes Red,Puppy Happy,Expression,Puppy Happy,No Color,Manbun Mint,Hair,Manbun,Mint,Gradient Pink Magenta Red,Gradient,Pink Magenta Red,1,ipfs://QmY6JpwTYx6zZHgfJb3gPJRh1U897NX4RudtK5jhJ3sNDS/3393.jpg,ipfs://QmczTDgYkd5BXb4cKGo7Qo696vwUMEJG1hSUtY845eDvgh/3393,Red Pink Mint,2,any_gvc,gradient_lover,,,
3394,Male,Blue,Blue,Suit Red,Clothed,Suit,Red,White Cubic Sunglasses,Glasses,Cubic Sunglasses,White,Mohawk Yellow,Hair,Mohawk,Yellow,Gradient Yellow Yellow,Gradient,Yellow Yellow,1,ipfs://QmY6JpwTYx6zZHgfJb3gPJRh1U897NX4RudtK5jhJ3sNDS/3394.jpg,ipfs://QmczTDgYkd5BXb4cKGo7Qo696vwUMEJG1hSUtY845eDvgh/3394,Warms,2,any_gvc,gradient_lover,suited_up,gud_meat,
3395,Male,Blue,Blue,Puffy Vest Lime,Clothed,Puffy Vest,Lime,Laugh,Expression,Laugh,No Color,Bowl Cut Gold,Hair,Bowl Cut,Gold,Robot Ice,Robot,Ice,1,ipfs://QmY6JpwTYx6zZHgfJb3gPJRh1U897NX4RudtK5jhJ3sNDS/3395.jpg,ipfs://QmczTDgYkd5BXb4cKGo7Qo696vwUMEJG1hSUtY845eDvgh/3395,Lime Mint Purple,1,any_gvc,robot_lover,,,
3396,Male,Mint,Mint,Driving Jacket White,Clothed,Driving Jacket,White,Stache Black,Facial Hair,Stache Black,Stache Black,Middle Part Black,Hair,Middle Part,Black,Gradient Yellow Yellow,Gradient,Yellow Yellow,1,ipfs://QmY6JpwTYx6zZHgfJb3gPJRh1U897NX4RudtK5jhJ3sNDS/3396.jpg,ipfs://QmczTDgYkd5BXb4cKGo7Qo696vwUMEJG1hSUtY845eDvgh/3396,Lime Yellow,2,any_gvc,gradient_lover,great_stacheby,,
3397,Male,Blue,Blue,Henley Blue,Clothed,Henley,Blue,Meditation,Expression,Meditation,No Color,Manbun Shiny Red,Hair,Manbun,Shiny Red,Plastic Red,Plastic,Red,2,ipfs://QmY6JpwTYx6zZHgfJb3gPJRh1U897NX4RudtK5jhJ3sNDS/3397.jpg,ipfs://QmczTDgYkd5BXb4cKGo7Qo696vwUMEJG1hSUtY845eDvgh/3397,Red Blue Cream,2,any_gvc,plastic_lover,,,
3398,Male,Red,Red,Leather Jacket Black,Clothed,Leather Jacket,Black,Calm Smile,Expression,Calm Smile,No Color,Moto Helmet Visor Up Black Clear,Headgear,Moto Helmet Visor Up,Black Clear,Gradient Yellow Orange,Gradient,Yellow Orange,1,ipfs://QmY6JpwTYx6zZHgfJb3gPJRh1U897NX4RudtK5jhJ3sNDS/3398.jpg,ipfs://QmczTDgYkd5BXb4cKGo7Qo696vwUMEJG1hSUtY845eDvgh/3398,Warms,2,any_gvc,gradient_lover,,,
3399,Male,Purple,Purple,Puffy Vest Rainbow,Clothed,Puffy Vest,Rainbow,White Cubic Sunglasses,Glasses,Cubic Sunglasses,White,Backwards Hat White White,Headgear,Backwards Hat,White White,Robot Ice,Robot,Ice,1,ipfs://QmY6JpwTYx6zZHgfJb3gPJRh1U897NX4RudtK5jhJ3sNDS/3399.jpg,ipfs://QmczTDgYkd5BXb4cKGo7Qo696vwUMEJG1hSUtY845eDvgh/3399,Lime Mint Purple,2,any_gvc,robot_lover,,,
3400,Male,Mint,Mint,Puffy Vest Red,Clothed,Puffy Vest,Red,Aviator Sunglasses Clear Glass,Glasses,Aviator Sunglasses,Clear Glass,Mohawk Gold,Hair,Mohawk,Gold,Robot Pink,Robot,Pink,1,ipfs://QmY6JpwTYx6zZHgfJb3gPJRh1U897NX4RudtK5jhJ3sNDS/3400.jpg,ipfs://QmczTDgYkd5BXb4cKGo7Qo696vwUMEJG1hSUtY845eDvgh/3400,Red Pink Mint,1,any_gvc,robot_lover,,,
3401,Male,Pink,Pink,Short Sleeve Button Up White,Clothed,Short Sleeve Button Up,White,Eyepatch,Glasses,Eyepatch,Eyepatch,Dundee Hat White,Headgear,Dundee Hat,White,Robot Pink,Robot,Pink,2,ipfs://QmY6JpwTYx6zZHgfJb3gPJRh1U897NX4RudtK5jhJ3sNDS/3401.jpg,ipfs://QmczTDgYkd5BXb4cKGo7Qo696vwUMEJG1hSUtY845eDvgh/3401,Pink Purple Mint,2,any_gvc,robot_lover,seas_the_day,,
3402,Male,Red,Red,Driving Jacket Blue,Clothed,Driving Jacket,Blue,Aviator Sunglasses Chrome,Glasses,Aviator Sunglasses,Chrome,Bowl Cut Purple,Hair,Bowl Cut,Purple,Gradient Cyan Blue Purple,Gradient,Cyan Blue Purple,1,ipfs://QmY6JpwTYx6zZHgfJb3gPJRh1U897NX4RudtK5jhJ3sNDS/3402.jpg,ipfs://QmczTDgYkd5BXb4cKGo7Qo696vwUMEJG1hSUtY845eDvgh/3402,Red Blue Purple,1,any_gvc,gradient_lover,,,
3403,Male,Red,Red,Overalls Shirt Glass,Clothed,Overalls Shirt,Glass,Smile,Expression,Smile,No Color,Middle Part Glass,Hair,Middle Part,Glass,Rainbow,Rainbow,Rainbow,2,ipfs://QmY6JpwTYx6zZHgfJb3gPJRh1U897NX4RudtK5jhJ3sNDS/3403.jpg,ipfs://QmczTDgYkd5BXb4cKGo7Qo696vwUMEJG1hSUtY845eDvgh/3403,Rainbow Glass,1,rainbow_citizen,any_gvc,,,
3404,Male,Cream,Cream,Tank Top Pink,Clothed,Tank Top,Pink,Calm Smile,Expression,Calm Smile,No Color,Classic Mint,Hair,Classic,Mint,Gradient Pink Magenta Red,Gradient,Pink Magenta Red,1,ipfs://QmY6JpwTYx6zZHgfJb3gPJRh1U897NX4RudtK5jhJ3sNDS/3404.jpg,ipfs://QmczTDgYkd5BXb4cKGo7Qo696vwUMEJG1hSUtY845eDvgh/3404,Pink Purple Mint,1,any_gvc,gradient_lover,,,
3405,Male,Pink,Pink,Tank Top White,Clothed,Tank Top,White,Billiards Glasses,Glasses,Billiards Glasses,Billiards Glasses,Mohawk Blue,Hair,Mohawk,Blue,Gradient Cyan Blue Purple,Gradient,Cyan Blue Purple,1,ipfs://QmY6JpwTYx6zZHgfJb3gPJRh1U897NX4RudtK5jhJ3sNDS/3405.jpg,ipfs://QmczTDgYkd5BXb4cKGo7Qo696vwUMEJG1hSUtY845eDvgh/3405,Blue Purple Pink,1,any_gvc,gradient_lover,billiards,,
3406,Male,Pink,Pink,Retro Windbreaker Purple,Clothed,Retro Windbreaker,Purple,Poker Face,Glasses,Poker Face,Poker Face,Wide Brim Hat Purple,Headgear,Wide Brim Hat,Purple,Robot Cobalt,Robot,Cobalt,2,ipfs://QmY6JpwTYx6zZHgfJb3gPJRh1U897NX4RudtK5jhJ3sNDS/3406.jpg,ipfs://QmczTDgYkd5BXb4cKGo7Qo696vwUMEJG1hSUtY845eDvgh/3406,Red Blue Purple,2,any_gvc,robot_lover,poker_face,,
3407,Male,Pink,Pink,Overalls Pink Farmer Plants,Clothed,Overalls Farmer Plants,Pink,Circle Glasses Black Black,Glasses,Circle Glasses,Black Black,Middle Part Black,Hair,Middle Part,Black,Gradient Dark Blue Light Blue,Gradient,Dark Blue Light Blue,2,ipfs://QmY6JpwTYx6zZHgfJb3gPJRh1U897NX4RudtK5jhJ3sNDS/3407.jpg,ipfs://QmczTDgYkd5BXb4cKGo7Qo696vwUMEJG1hSUtY845eDvgh/3407,Blue Purple Pink,2,any_gvc,gradient_lover,plants,,
3408,Male,Yellow,Yellow,Retro Windbreaker Glass,Clothed,Retro Windbreaker,Glass,Glass Hexagon,Special,Glass Hexagon,Glass Hexagon,Wide Brim Hat Glass,Headgear,Wide Brim Hat,Glass,Rainbow,Rainbow,Rainbow,2,ipfs://QmY6JpwTYx6zZHgfJb3gPJRh1U897NX4RudtK5jhJ3sNDS/3408.jpg,ipfs://QmczTDgYkd5BXb4cKGo7Qo696vwUMEJG1hSUtY845eDvgh/3408,Rainbow Glass,1,rainbow_citizen,any_gvc,no_face_no_problem,,
3409,Male,Blue,Blue,Turtleneck White Chrome,Clothed,Turtleneck,White Chrome,Circle Glasses Gold,Glasses,Circle Glasses,Gold,Comb Over Blue,Hair,Comb Over,Blue,Gradient Pink Magenta Red,Gradient,Pink Magenta Red,2,ipfs://QmY6JpwTYx6zZHgfJb3gPJRh1U897NX4RudtK5jhJ3sNDS/3409.jpg,ipfs://QmczTDgYkd5BXb4cKGo7Qo696vwUMEJG1hSUtY845eDvgh/3409,Blue Purple Pink,2,any_gvc,gradient_lover,necks_level,,
3410,Male,Mint,Mint,Short Sleeve Button Up Mystic Purple,Clothed,Short Sleeve Button Up,Mystic Purple,Aviator Sunglasses Chrome,Glasses,Aviator Sunglasses,Chrome,Short Black,Hair,Short,Black,Gradient Pink Pink,Gradient,Pink Pink,1,ipfs://QmY6JpwTYx6zZHgfJb3gPJRh1U897NX4RudtK5jhJ3sNDS/3410.jpg,ipfs://QmczTDgYkd5BXb4cKGo7Qo696vwUMEJG1hSUtY845eDvgh/3410,Pink Purple Mint,1,any_gvc,gradient_lover,,,
3411,Male,Blue,Blue,Overalls Shirt Black,Clothed,Overalls Shirt,Black,Monocle,Glasses,Monocle,Monocle,Mohawk Yellow,Hair,Mohawk,Yellow,Gradient Red Purple,Gradient,Red Purple,1,ipfs://QmY6JpwTYx6zZHgfJb3gPJRh1U897NX4RudtK5jhJ3sNDS/3411.jpg,ipfs://QmczTDgYkd5BXb4cKGo7Qo696vwUMEJG1hSUtY845eDvgh/3411,Warms,1,any_gvc,gradient_lover,,,
3412,Male,Gray,Gray,Retro Windbreaker White,Clothed,Retro Windbreaker,White,Glass Hexagon,Special,Glass Hexagon,Glass Hexagon,Afro Black,Hair,Afro,Black,Grayscale,Grayscale,Grayscale,1,ipfs://QmY6JpwTYx6zZHgfJb3gPJRh1U897NX4RudtK5jhJ3sNDS/3412.jpg,ipfs://QmczTDgYkd5BXb4cKGo7Qo696vwUMEJG1hSUtY845eDvgh/3412,Grayscale,1,grayscale_seeker,any_gvc,no_face_no_problem,,
